time,ground_displacement,relative_displacement,roof_displacement
-2.1300000000001,5.005327067858,-48.778545871593,53.783872939451
-2.1200000000001,5.0333226684875,-48.518934146071,53.552256814559
-2.1100000000001,4.9826100044246,-47.418678850024,52.401288854449
-2.1000000000001,4.8544046880167,-45.487977426159,50.342382114175
-2.0900000000001,4.6511410041893,-42.760288868368,47.411429872557
-2.0800000000001,4.3764331887436,-39.285724224795,43.662157413539
-2.0700000000001,4.0350181035042,-35.132860353321,39.167878456825
-2.0600000000001,3.6326802125666,-30.376630325751,34.009310538317
-2.0500000000001,3.1761600430081,-25.092088823335,28.268248866343
-2.0400000000001,2.6730475738811,-19.366738120068,22.039785693949
-2.0300000000001,2.1316622349902,-13.296768839822,15.428431074812
-2.0200000000001,1.5609214081193,-6.9865328451488,8.5474542532681
-2.0100000000001,0.97019950469397,-0.55494829725505,1.525147801949
-2.0000000000001,0.36917984246901,5.8678613981008,-5.4986815556317
-1.9900000000001,-0.23229834260664,12.154427403684,-12.386725746291
-1.9800000000001,-0.82439533648563,18.188159088206,-19.012554424691
-1.9700000000001,-1.3974263875511,23.864694582719,-25.262120970271
-1.9600000000001,-1.9420146960527,29.099917704338,-31.04193240039
-1.9500000000001,-2.4492395395839,33.823137977241,-36.272377516825
-1.9400000000001,-2.9107771984515,37.967386479061,-40.878163677512
-1.9300000000001,-3.3190324583412,41.473768254478,-44.79280071282
-1.9200000000001,-3.6672586162951,44.284064733177,-47.951323349472
-1.9100000000001,-3.9496640973306,46.338518795192,-50.288182892523
-1.9000000000001,-4.1615040001946,47.592392216404,-51.753896216599
-1.8900000000001,-4.299155128434,48.021585137229,-52.320740265663
-1.8800000000001,-4.3601733234103,47.617755113213,-51.977928436623
-1.8700000000001,-4.3433321950071,46.390283932452,-50.733616127459
-1.8600000000001,-4.2486426391508,44.368477963693,-48.617120602843
-1.8500000000001,-4.0773528342791,41.589558404408,-45.666911238687
-1.8400000000001,-3.8319287167526,38.095069596445,-41.926998313197
